params_index, n_variables, n_total_environments, sparsity, sample_size, dag_density, reps, data_simulator, dag_simulator, Method, Soft, Number of environments, Rep, Number of possible DAGs, MEC size, MEC total edges, MEC unoriented edges, Precision, Recall
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 8, 3, 8, 4, 8, 1.0, 0.5
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 8, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 8, 3, 8, 4, 8, 1.0, 0.5
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 9, 2, 3, 5, 4, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 9, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 9, 1, 3, 5, 4, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 10, 1, 2, 4, 2, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 10, 2, 2, 4, 2, 1.0, 0.75
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 10, 1, 2, 4, 2, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 11, 10, 10, 5, 10, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 11, 10, 10, 5, 10, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 11, 2, 10, 5, 10, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 12, 6, 24, 6, 12, 1.0, 0.5
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 12, 6, 24, 6, 12, 1.0, 0.5
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 12, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 12, 1, 24, 6, 12, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 13, 2, 3, 5, 4, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 13, 3, 3, 5, 4, 1.0, 0.6
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 13, 2, 3, 5, 4, 1.0, 0.8
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 14, 6, 8, 4, 8, 1.0, 0.25
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 14, 6, 8, 4, 8, 1.0, 0.25
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 14, 8, 8, 4, 8, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 14, 6, 8, 4, 8, 1.0, 0.25
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 15, 1, 4, 3, 6, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 15, 4, 4, 3, 6, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 15, 1, 4, 3, 6, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 16, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 16, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 16, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 16, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 16, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 17, 3, 3, 2, 4, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 17, 2, 3, 2, 4, 1.0, 0.5
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 18, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 18, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 18, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 18, 24, 24, 6, 12, 0, 0.0
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 1, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 1, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 2, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 2, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 3, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 3, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 4, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 4, 19, 1, 2, 3, 2, 1.0, 1.0
38, 4, 5, 3, None, 0.7, 20, None, er, PC (pool all), False, 5, 19, 2, 2, 3, 2, 1.0, 0.6666666666666666
38, 4, 5, 3, None, 0.7, 20, None, er, Min changes (oracle), False, 5, 19, 1, 2, 3, 2, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 0, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 0, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 0, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 1, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 1, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 1, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 1, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 2, 6, 8, 4, 8, 1.0, 0.25
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 2, 6, 8, 4, 8, 1.0, 0.25
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 2, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 2, 2, 8, 4, 8, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 3, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 3, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 3, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 4, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 4, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 4, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 5, 2, 2, 4, 2, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 6, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 6, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 6, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 7, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 7, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 7, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 7, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 8, 6, 10, 5, 10, 1.0, 0.4
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 8, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 8, 6, 10, 5, 10, 1.0, 0.4
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 9, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 9, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 9, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 10, 24, 24, 6, 12, 0, 0.0
