params_index, test, test_kwargs, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, intervention_targets, n_samples, rep, dag, X1, X2
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 6, YX, 0.0, 0.236
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 7, XY, 0.001, 0.0
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 7, YX, 0.0, 0.66
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 8, XY, 0.016, 0.001
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 8, YX, 0.0, 0.568
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 9, XY, 0.308, 0.001
8, fisherz, {}, id, 2, soft, additive, 1, 1, [None,0], 200, 9, YX, 0.0, 0.396
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 0, XY, 0.006, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 0, YX, 1.0, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 1, XY, 0.029, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 1, YX, 1.0, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 2, XY, 0.0, 0.002
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 2, YX, 0.433, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 3, XY, 0.0, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 3, YX, 0.372, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 4, XY, 0.005, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 4, YX, 0.296, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 5, XY, 0.001, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 5, YX, 0.308, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 6, XY, 0.243, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 6, YX, 0.238, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 7, XY, 0.019, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 7, YX, 0.582, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 8, XY, 0.006, 0.001
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 8, YX, 0.383, 0.0
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 9, XY, 0.002, 0.001
9, kci, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 9, YX, 0.41, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 0, XY, 0.0, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 0, YX, 1.0, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 1, XY, 0.114, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 1, YX, 1.0, 0.009
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 2, XY, 0.001, 0.002
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 2, YX, 0.433, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 3, XY, 0.93, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 3, YX, 0.372, 0.079
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 4, XY, 0.895, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 4, YX, 0.296, 0.057
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 5, XY, 0.148, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 5, YX, 0.308, 0.01
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 6, XY, 0.88, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 6, YX, 0.238, 0.003
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 7, XY, 0.395, 0.0
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 7, YX, 0.582, 0.204
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 8, XY, 0.078, 0.001
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 8, YX, 0.383, 0.003
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 9, XY, 0.11, 0.001
9, fisherz, {}, id, 2, soft, additive, 1, 1, [None,1], 200, 9, YX, 0.41, 0.397
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 0, XY, 0.001, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 0, YX, 0.0, 0.581
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 1, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 1, YX, 0.0, 0.23
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 2, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 2, YX, 0.0, 0.14
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 3, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 3, YX, 0.0, 0.877
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 4, XY, 0.036, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 4, YX, 0.0, 0.801
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 5, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 5, YX, 0.0, 0.803
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 6, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 6, YX, 0.0, 0.16
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 7, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 7, YX, 0.0, 0.525
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 8, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 8, YX, 0.0, 0.13
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 9, XY, 0.0, 0.0
10, kci, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 9, YX, 0.0, 0.543
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 0, XY, 0.582, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 0, YX, 0.0, 0.957
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 1, XY, 0.13, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 1, YX, 0.0, 0.465
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 2, XY, 0.839, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 2, YX, 0.0, 0.54
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 3, XY, 0.707, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 3, YX, 0.0, 0.352
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 4, XY, 0.956, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 4, YX, 0.0, 0.942
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 5, XY, 0.1, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 5, YX, 0.0, 0.816
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 6, XY, 0.07, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 6, YX, 0.0, 0.25
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 7, XY, 0.145, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 7, YX, 0.0, 0.648
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 8, XY, 0.11, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 8, YX, 0.0, 0.488
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 9, XY, 0.552, 0.0
10, fisherz, {}, id, 2, soft, additive, 1, 2, [None,0], 200, 9, YX, 0.0, 0.382
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 0, XY, 0.103, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 0, YX, 1.0, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 1, XY, 0.075, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 1, YX, 1.0, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 2, XY, 0.0, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 2, YX, 0.433, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 3, XY, 0.0, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 3, YX, 0.372, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 4, XY, 0.002, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 4, YX, 0.296, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 5, XY, 0.023, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 5, YX, 0.308, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 6, XY, 0.101, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 6, YX, 0.238, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 7, XY, 0.15, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 7, YX, 0.582, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 8, XY, 0.001, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 8, YX, 0.383, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 9, XY, 0.005, 0.0
11, kci, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 9, YX, 0.41, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 0, XY, 0.012, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 0, YX, 1.0, 0.001
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 1, XY, 0.342, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 1, YX, 1.0, 0.057
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 2, XY, 0.007, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 2, YX, 0.433, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 3, XY, 0.991, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 3, YX, 0.372, 0.105
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 4, XY, 0.891, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 4, YX, 0.296, 0.047
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 5, XY, 0.404, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 5, YX, 0.308, 0.1
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 6, XY, 0.944, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 6, YX, 0.238, 0.004
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 7, XY, 0.368, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 7, YX, 0.582, 0.197
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 8, XY, 0.259, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 8, YX, 0.383, 0.033
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 9, XY, 0.175, 0.0
11, fisherz, {}, id, 2, soft, additive, 1, 2, [None,1], 200, 9, YX, 0.41, 0.713
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 0, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 0, YX, 0.0, 0.044
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 1, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 1, YX, 0.0, 0.12
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 2, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 2, YX, 0.0, 0.785
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 3, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 3, YX, 0.0, 0.903
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 4, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 4, YX, 0.0, 0.554
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 5, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 5, YX, 0.0, 0.224
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 6, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 6, YX, 0.0, 0.503
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 7, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 7, YX, 0.0, 0.039
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 8, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 8, YX, 0.0, 0.079
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 9, XY, 0.0, 0.0
12, kci, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 9, YX, 0.0, 0.646
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 0, XY, 0.384, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 0, YX, 0.0, 1.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 1, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 1, YX, 0.0, 0.359
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 2, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 2, YX, 0.0, 0.913
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 3, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 3, YX, 0.0, 0.329
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 4, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 4, YX, 0.0, 0.953
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 5, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 5, YX, 0.0, 0.796
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 6, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 6, YX, 0.0, 0.204
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 7, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 7, YX, 0.0, 0.806
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 8, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 8, YX, 0.0, 0.991
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 9, XY, 0.0, 0.0
12, fisherz, {}, id, 2, soft, additive, 2, 0, [None,0], 200, 9, YX, 0.0, 0.623
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 0, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 0, YX, 1.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 1, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 1, YX, 1.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 2, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 2, YX, 0.433, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 3, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 3, YX, 0.372, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 4, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 4, YX, 0.296, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 5, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 5, YX, 0.308, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 6, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 6, YX, 0.238, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 7, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 7, YX, 0.582, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 8, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 8, YX, 0.383, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 9, XY, 0.0, 0.0
13, kci, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 9, YX, 0.41, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 0, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 0, YX, 1.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 1, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 1, YX, 1.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 2, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 2, YX, 0.433, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 3, XY, 0.602, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 3, YX, 0.372, 0.002
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 4, XY, 0.759, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 4, YX, 0.296, 0.012
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 5, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 5, YX, 0.308, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 6, XY, 0.347, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 6, YX, 0.238, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 7, XY, 0.936, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 7, YX, 0.582, 0.001
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 8, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 8, YX, 0.383, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 9, XY, 0.0, 0.0
13, fisherz, {}, id, 2, soft, additive, 2, 0, [None,1], 200, 9, YX, 0.41, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 0, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 0, YX, 0.0, 0.12
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 1, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 1, YX, 0.0, 0.033
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 2, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 2, YX, 0.0, 0.484
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 3, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 3, YX, 0.0, 0.808
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 4, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 4, YX, 0.0, 0.589
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 5, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 5, YX, 0.0, 0.226
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 6, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 6, YX, 0.0, 0.166
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 7, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 7, YX, 0.0, 0.263
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 8, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 8, YX, 0.0, 0.218
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 9, XY, 0.0, 0.0
14, kci, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 9, YX, 0.0, 0.398
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 0, XY, 0.393, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 0, YX, 0.0, 0.955
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 1, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 1, YX, 0.0, 0.366
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 2, XY, 0.003, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 2, YX, 0.0, 0.759
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 3, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 3, YX, 0.0, 0.317
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 4, XY, 0.736, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 4, YX, 0.0, 0.942
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 5, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 5, YX, 0.0, 0.792
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 6, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 6, YX, 0.0, 0.237
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 7, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 7, YX, 0.0, 0.675
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 8, XY, 0.0, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 8, YX, 0.0, 0.725
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 9, XY, 0.008, 0.0
14, fisherz, {}, id, 2, soft, additive, 2, 1, [None,0], 200, 9, YX, 0.0, 0.455
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 0, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 0, YX, 1.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 1, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 1, YX, 1.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 2, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 2, YX, 0.433, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 3, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 3, YX, 0.372, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 4, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 4, YX, 0.296, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 5, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 5, YX, 0.308, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 6, XY, 0.006, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 6, YX, 0.238, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 7, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 7, YX, 0.582, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 8, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 8, YX, 0.383, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 9, XY, 0.0, 0.0
15, kci, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 9, YX, 0.41, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 0, XY, 0.0, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 0, YX, 1.0, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 1, XY, 0.0, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 1, YX, 1.0, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 2, XY, 0.0, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 2, YX, 0.433, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 3, XY, 0.648, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 3, YX, 0.372, 0.003
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 4, XY, 0.744, 0.0
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 4, YX, 0.296, 0.009
15, fisherz, {}, id, 2, soft, additive, 2, 1, [None,1], 200, 5, XY, 0.005, 0.0
