params_index, test, test_kwargs, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, dag, X1, X2
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 2, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 2, YX, 0.096, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 3, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 3, YX, 0.358, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 4, XY, 0.016, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 4, YX, 0.03, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 5, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 5, YX, 1.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 6, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 6, YX, 0.529, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 7, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 7, YX, 0.687, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 8, XY, 0.016, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 8, YX, 0.411, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 9, XY, 0.0, 0.0
1, invariant_residuals, {'method': 'gam','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 200, 9, YX, 0.088, 0.0
1, invariant_residuals, {'method': 'linear','test': 'ks'}, sqrt, 100, soft, additive, 2, 1, False, [None,1], 50, 0, XY, 0.039, 0.0
