params_index, test, test_kwargs, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, intervention_targets, n_samples, rep, dag, X1, X2
17, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 2, soft, additive, 2, 2, [None,1], 200, 8, XY, 0.0, 0.0
17, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 2, soft, additive, 2, 2, [None,1], 200, 8, YX, 0.383, 0.0
17, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 2, soft, additive, 2, 2, [None,1], 200, 9, XY, 0.0, 0.0
17, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 2, soft, additive, 2, 2, [None,1], 200, 9, YX, 0.41, 0.0
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.466, 0.218
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.545
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.466, 0.081
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.793
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.112, 0.009
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.221
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.221, 0.003
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.866
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.628, 0.276
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.793
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.328, 0.105
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.924
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.545, 0.426
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.328
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.545, 0.7
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.142
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.178, 0.066
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.997
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.394, 0.507
20, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.328
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.713, 0.218
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.965
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.466, 0.081
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.866
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.178, 0.009
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.27
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.545, 0.003
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.394
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.713, 0.276
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.793
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.328, 0.105
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.924
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.545, 0.426
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.394
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.628, 0.7
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.088
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.221, 0.066
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.965
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.178, 0.507
20, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.628
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 0, XY, 0.628, 0.218
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 0, YX, 0.144, 0.394
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 1, XY, 0.545, 0.081
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 1, YX, 1.0, 0.052
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 2, XY, 0.178, 0.009
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 2, YX, 0.096, 0.03
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 3, XY, 0.924, 0.003
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 3, YX, 0.358, 0.178
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 4, XY, 0.03, 0.276
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 4, YX, 0.03, 0.178
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 5, XY, 0.178, 0.105
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 5, YX, 1.0, 0.052
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 6, XY, 0.713, 0.426
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 6, YX, 0.529, 0.394
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 7, XY, 0.052, 0.7
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 7, YX, 0.687, 0.03
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 8, XY, 0.628, 0.066
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 8, YX, 0.411, 0.112
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 9, XY, 0.328, 0.507
21, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 9, YX, 0.088, 0.394
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 0, XY, 0.466, 0.218
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 0, YX, 0.144, 0.394
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 1, XY, 0.466, 0.081
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 1, YX, 1.0, 0.04
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 2, XY, 0.178, 0.009
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 2, YX, 0.096, 0.022
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 3, XY, 0.924, 0.003
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 3, YX, 0.358, 0.112
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 4, XY, 0.04, 0.276
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 4, YX, 0.03, 0.27
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 5, XY, 0.27, 0.105
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 5, YX, 1.0, 0.068
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 6, XY, 0.628, 0.426
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 6, YX, 0.529, 0.221
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 7, XY, 0.04, 0.7
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 7, YX, 0.687, 0.052
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 8, XY, 0.628, 0.066
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 8, YX, 0.411, 0.112
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 9, XY, 0.178, 0.507
21, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 1, [None,1], 200, 9, YX, 0.088, 0.328
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 0, XY, 0.628, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 0, YX, 0.0, 0.866
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 1, XY, 0.27, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 1, YX, 0.0, 0.793
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 2, XY, 0.088, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 2, YX, 0.0, 0.221
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 3, XY, 0.27, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 3, YX, 0.0, 0.924
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 4, XY, 0.328, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 4, YX, 0.0, 0.793
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 5, XY, 0.394, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 5, YX, 0.0, 0.466
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 6, XY, 0.088, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 6, YX, 0.0, 0.328
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 7, XY, 0.394, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 7, YX, 0.0, 0.178
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 8, XY, 0.628, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 8, YX, 0.0, 0.924
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 9, XY, 0.394, 0.0
22, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 9, YX, 0.0, 0.328
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 0, XY, 0.713, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 0, YX, 0.0, 0.924
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 1, XY, 0.466, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 1, YX, 0.0, 0.866
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 2, XY, 0.112, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 2, YX, 0.0, 0.27
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 3, XY, 0.27, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 3, YX, 0.0, 0.394
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 4, XY, 0.328, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 4, YX, 0.0, 0.866
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 5, XY, 0.27, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 5, YX, 0.0, 0.793
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 6, XY, 0.142, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 6, YX, 0.0, 0.328
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 7, XY, 0.394, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 7, YX, 0.0, 0.068
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 8, XY, 0.328, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 8, YX, 0.0, 0.924
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 9, XY, 0.27, 0.0
22, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,0], 200, 9, YX, 0.0, 0.628
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 0, XY, 0.866, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 0, YX, 0.144, 0.001
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 1, XY, 0.221, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 1, YX, 1.0, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 2, XY, 0.022, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 2, YX, 0.096, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 3, XY, 0.394, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 3, YX, 0.358, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 4, XY, 0.052, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 4, YX, 0.03, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 5, XY, 0.545, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 5, YX, 1.0, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 6, XY, 0.466, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 6, YX, 0.529, 0.001
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 7, XY, 0.03, 0.002
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 7, YX, 0.687, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 8, XY, 0.142, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 8, YX, 0.411, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 9, XY, 0.866, 0.0
23, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 9, YX, 0.088, 0.001
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 0, XY, 0.628, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 0, YX, 0.144, 0.001
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 1, XY, 0.466, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 1, YX, 1.0, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 2, XY, 0.088, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 2, YX, 0.096, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 3, XY, 0.466, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 3, YX, 0.358, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 4, XY, 0.04, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 4, YX, 0.03, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 5, XY, 0.221, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 5, YX, 1.0, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 6, XY, 0.628, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 6, YX, 0.529, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 7, XY, 0.04, 0.002
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 7, YX, 0.687, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 8, XY, 0.394, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 8, YX, 0.411, 0.001
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 9, XY, 0.545, 0.0
23, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 0, 2, [None,1], 200, 9, YX, 0.088, 0.001
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 0, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 0, YX, 0.0, 0.793
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 1, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 1, YX, 0.0, 0.866
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 2, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 2, YX, 0.0, 0.545
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 3, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 3, YX, 0.0, 0.178
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 4, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 4, YX, 0.0, 0.328
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 5, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 5, YX, 0.0, 0.924
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 6, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 6, YX, 0.0, 0.27
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 7, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 7, YX, 0.0, 0.03
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 8, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 8, YX, 0.0, 0.866
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 9, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'gam','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 9, YX, 0.0, 0.866
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 0, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 0, YX, 0.0, 0.965
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 1, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 1, YX, 0.0, 0.866
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 2, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 2, YX, 0.0, 0.394
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 3, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 3, YX, 0.0, 0.112
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 4, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 4, YX, 0.0, 0.394
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 5, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 5, YX, 0.0, 0.793
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 6, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 6, YX, 0.0, 0.466
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 7, XY, 0.0, 0.0
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 7, YX, 0.0, 0.068
24, invariant_residuals, {'method': 'linear','test': 'ks'}, id, 100, soft, additive, 1, 0, [None,0], 200, 8, XY, 0.0, 0.0
