params_index, n_variables, n_total_environments, sparsity, intervention_targets, sample_size, dag_density, reps, data_simulator, dag_simulator, Method, Soft, Number of environments, Rep, Number of possible DAGs, MEC size, MEC total edges, MEC unoriented edges, True orientation rate, False orientation rate, Precision, Recall, Average precision
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 2, 0, 2, 3, 2, 4, 0.5, 0.0, 1.0, 0.5, 0.5
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 0, 2, 3, 2, 4, 0.5, 0.0, 1.0, 0.5, 0.5
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 2, 0, 2, 3, 2, 4, 0.5, 0.0, 1.0, 0.5, 0.5
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 2, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.5
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), True, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), True, 2, 0, 2, 3, 2, 4, 0.5, 0.0, 1.0, 0.5, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), False, 2, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), True, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), True, 2, 0, 1, 3, 2, 4, 0.5, 0.5, 0.5, 0.5, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), False, 2, 0, 2, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), True, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), False, 1, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), True, 2, 0, 1, 3, 2, 4, 1.0, 0.0, 1.0, 1.0, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), False, 2, 0, 3, 3, 2, 4, 0.0, 0.0, 1, 0.0, 0.25
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 2, 1, 2, 4, 5, 6, 0.8, 0.0, 1.0, 0.8, 0.8
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 1, 2, 4, 5, 6, 0.8, 0.0, 1.0, 0.8, 0.8
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 2, 1, 2, 4, 5, 6, 0.6, 0.2, 0.75, 0.6, 0.71
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 2, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.71
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), True, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), True, 2, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), False, 2, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), True, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), True, 2, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.76
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (GAM), False, 2, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.76
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), True, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), False, 1, 1, 4, 4, 5, 6, 0.4, 0.0, 1.0, 0.4, 0.4
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), True, 2, 1, 1, 4, 5, 6, 0.6, 0.4, 0.6, 0.6, 0.52
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (FisherZ), False, 2, 1, 1, 4, 5, 6, 0.6, 0.4, 0.6, 0.6, 0.52
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Full PC (oracle), False, 2, 2, 1, 2, 3, 2, 1.0, 0.0, 1.0, 1.0, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (oracle), False, 2, 2, 1, 2, 3, 2, 1.0, 0.0, 1.0, 1.0, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), True, 2, 2, 1, 2, 3, 2, 0.6667, 0.3333, 0.6667, 0.6667, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (KCI), False, 2, 2, 1, 2, 3, 2, 0.6667, 0.3333, 0.6667, 0.6667, 1.0
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), True, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
0, 6, 2, 3, None, 500, 0.3, 20, cdnod, er, Min changes (Linear), False, 1, 2, 2, 2, 3, 2, 0.6667, 0.0, 1.0, 0.6667, 0.6667
