Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 34, 0.327, 0.0, 0.371, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 35, 0.832, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 36, 0.564, 0.0, 0.486, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 37, 0.525, 0.0, 0.701, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 38, 0.416, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 50, 39, 0.228, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 0, 0.297, 0.0, 0.312, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 1, 0.287, 0.0, 0.542, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 2, 0.366, 0.0, 0.175, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 3, 0.624, 0.0, 0.259, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 4, 0.069, 0.0, 0.302, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 5, 0.297, 0.0, 0.256, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 6, 0.475, 0.0, 0.083, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 7, 0.416, 0.0, 0.814, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 8, 0.356, 0.0, 0.491, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 9, 0.644, 0.0, 0.045, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 10, 0.208, 0.0, 0.387, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 11, 0.089, 0.0, 0.422, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 12, 0.347, 0.0, 0.172, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 13, 0.129, 0.0, 0.038, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 14, 0.822, 0.0, 0.804, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 15, 0.505, 0.0, 0.317, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 16, 0.307, 0.0, 0.166, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 17, 0.574, 0.0, 0.124, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 18, 0.455, 0.0, 0.294, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 19, 0.426, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 20, 0.545, 0.0, 0.604, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 21, 0.366, 0.0, 0.298, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 22, 0.604, 0.0, 0.658, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 23, 0.248, 0.0, 0.229, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 24, 0.099, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 25, 0.277, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 26, 0.327, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 27, 0.218, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 28, 0.604, 0.0, 0.27, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 29, 0.376, 0.0, 0.078, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 30, 0.178, 0.0, 0.465, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 31, 0.574, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 32, 0.327, 0.0, 0.065, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 33, 0.238, 0.0, 0.008, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 34, 0.079, 0.0, 0.653, 0.02
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 35, 0.168, 0.0, 0.693, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 36, 0.663, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 37, 0.673, 0.0, 0.197, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 38, 0.406, 0.0, 0.449, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 100, 39, 0.228, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 0, 0.614, 0.0, 0.144, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 1, 0.505, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 2, 0.208, 0.0, 0.096, 0.01
