Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 15, 0.099, 0.0, 0.172, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 16, 0.327, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 17, 0.099, 0.0, 0.231, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 18, 0.02, 0.0, 0.331, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 19, 0.089, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 20, 0.188, 0.0, 0.641, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 21, 0.02, 0.0, 0.338, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 22, 0.129, 0.0, 0.281, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 23, 0.307, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 24, 0.099, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 25, 0.059, 0.0, 0.447, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 26, 0.069, 0.0, 0.151, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 27, 0.277, 0.0, 0.266, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 28, 0.05, 0.0, 0.258, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 29, 0.168, 0.0, 0.522, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 30, 0.129, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 31, 0.178, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 32, 0.208, 0.0, 0.201, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 33, 0.129, 0.0, 0.59, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 34, 0.059, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 35, 0.089, 0.0, 0.322, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 36, 0.495, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 37, 0.069, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 38, 0.158, 0.0, 0.496, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 39, 0.158, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 0, 0.119, 0.0, 0.066, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 1, 0.089, 0.0, 0.419, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 2, 0.327, 0.0, 0.064, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 3, 0.277, 0.0, 0.8, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 4, 0.079, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 5, 0.119, 0.0, 0.601, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 6, 0.119, 0.0, 0.199, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 7, 0.168, 0.0, 0.17, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 8, 0.119, 0.0, 0.98, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 9, 0.089, 0.0, 0.037, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 10, 0.03, 0.0, 0.129, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 11, 0.059, 0.0, 0.446, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 12, 0.04, 0.0, 0.579, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 13, 0.119, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 14, 0.257, 0.0, 0.673, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 15, 0.376, 0.0, 0.252, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 16, 0.119, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 17, 0.218, 0.0, 0.401, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 18, 0.109, 0.0, 0.119, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 19, 0.059, 0.0, 0.07, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 20, 0.248, 0.0, 0.207, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 21, 0.218, 0.0, 0.148, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 22, 0.03, 0.0, 0.251, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 23, 0.238, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 24, 0.069, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 25, 0.267, 0.0, 0.433, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 26, 0.277, 0.0, 0.152, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 27, 0.337, 0.0, 0.775, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 28, 0.208, 0.0, 0.427, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 29, 0.04, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 30, 0.099, 0.0, 0.367, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 31, 0.455, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 32, 0.208, 0.0, 0.357, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 33, 0.02, 0.0, 0.395, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 34, 0.188, 0.0, 0.369, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 35, 0.05, 0.0, 0.275, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 36, 0.149, 0.0, 0.683, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 37, 0.05, 0.0, 0.537, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 38, 0.149, 0.0, 0.716, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 300, 39, 0.158, 0.0, 0.842, 0.01
