Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 25, 0.01, 0.0, 0.0, 0.891
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 26, 0.109, 0.0, 0.0, 0.871
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 27, 0.059, 0.0, 0.0, 0.772
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 28, 0.01, 0.0, 0.0, 0.812
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 29, 0.05, 0.0, 0.0, 0.941
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 30, 0.079, 0.0, 0.0, 0.158
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 31, 0.03, 0.0, 0.0, 0.168
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 32, 0.149, 0.0, 0.0, 0.624
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 33, 0.079, 0.0, 0.0, 0.099
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 34, 0.04, 0.0, 0.0, 0.059
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 35, 0.149, 0.0, 0.0, 0.653
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 36, 0.178, 0.0, 0.0, 0.475
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 37, 0.109, 0.0, 0.0, 0.624
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 38, 0.119, 0.0, 0.0, 0.396
0, id, 10, soft, additive, 3, 0, False, [None,0], 200, 39, 0.02, 0.0, 0.0, 0.743
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 0, 0.05, 0.0, 0.0, 0.198
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 1, 0.149, 0.0, 0.0, 0.762
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 2, 0.297, 0.0, 0.0, 0.109
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 3, 0.089, 0.0, 0.0, 0.921
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 4, 0.02, 0.0, 0.0, 0.228
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 5, 0.109, 0.0, 0.0, 0.455
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 6, 0.05, 0.0, 0.0, 0.772
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 7, 0.139, 0.0, 0.0, 0.98
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 8, 0.099, 0.0, 0.0, 0.564
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 9, 0.04, 0.0, 0.0, 0.455
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 10, 0.01, 0.0, 0.0, 0.673
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 11, 0.01, 0.0, 0.0, 0.594
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 12, 0.099, 0.0, 0.0, 0.188
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 13, 0.218, 0.0, 0.0, 0.297
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 14, 0.01, 0.0, 0.0, 0.762
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 15, 0.287, 0.0, 0.0, 0.693
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 16, 0.317, 0.0, 0.0, 0.347
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 17, 0.079, 0.0, 0.0, 0.356
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 18, 0.04, 0.0, 0.0, 0.634
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 19, 0.04, 0.0, 0.0, 0.802
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 20, 0.05, 0.0, 0.0, 0.416
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 21, 0.04, 0.0, 0.0, 0.703
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 22, 0.02, 0.0, 0.0, 0.495
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 23, 0.05, 0.0, 0.0, 0.98
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 24, 0.079, 0.0, 0.0, 0.347
