Params, Params, Params, Params, DAG-1, DAG-1, DAG-1, DAG-5, DAG-5, DAG-5, DAG-7, DAG-7, DAG-7, DAG-17, DAG-17, DAG-17, DAG-19, DAG-19, DAG-19, DAG-23, DAG-23, DAG-23
params_index, intervention_targets, n_samples, rep, X1, X2, X3, X1, X2, X3, X1, X2, X3, X1, X2, X3, X1, X2, X3, X1, X2, X3
4, [None,(1,2)], 50, 7, 1.0, 0.01, 0.01, 0.188, 0.069, 0.0, 1.0, 0.04, 0.03, 0.01, 0.0, 0.376, 0.495, 0.0, 0.01, 0.01, 0.069, 0.0
4, [None,(1,2)], 50, 8, 0.04, 0.01, 0.366, 0.059, 0.01, 0.083, 0.04, 0.01, 0.386, 0.396, 0.0, 0.455, 0.99, 0.0, 0.376, 0.396, 0.02, 0.083
4, [None,(1,2)], 50, 9, 0.188, 0.069, 0.02, 0.158, 0.01, 0.035, 0.188, 0.01, 0.02, 0.238, 0.006, 0.01, 0.238, 0.006, 0.02, 0.267, 0.03, 0.035
4, [None,(1,2)], 50, 10, 0.509, 0.01, 0.158, 0.01, 0.03, 0.117, 0.509, 0.02, 0.01, 0.01, 0.115, 0.604, 0.109, 0.115, 0.129, 0.01, 0.04, 0.117
4, [None,(1,2)], 50, 11, 1.0, 0.01, 0.119, 0.089, 0.01, 0.023, 1.0, 0.01, 0.01, 0.01, 0.0, 0.139, 0.168, 0.0, 0.208, 0.01, 0.01, 0.023
4, [None,(1,2)], 50, 12, 0.739, 0.188, 0.01, 0.614, 0.02, 0.155, 0.739, 0.01, 0.188, 0.04, 0.168, 0.079, 0.901, 0.168, 0.01, 0.04, 0.02, 0.155
4, [None,(1,2)], 50, 13, 1.0, 0.01, 0.228, 0.238, 0.198, 0.0, 1.0, 0.238, 0.03, 0.03, 0.022, 0.564, 0.02, 0.022, 0.267, 0.02, 0.297, 0.0
4, [None,(1,2)], 50, 14, 0.171, 0.01, 0.01, 0.04, 0.02, 0.039, 0.171, 0.059, 0.059, 0.01, 0.088, 0.703, 0.119, 0.088, 0.01, 0.01, 0.535, 0.039
4, [None,(1,2)], 50, 15, 0.977, 0.01, 0.327, 0.347, 0.01, 0.114, 0.977, 0.01, 0.337, 0.218, 0.0, 0.099, 0.356, 0.0, 0.386, 0.228, 0.01, 0.114
4, [None,(1,2)], 50, 16, 0.326, 0.267, 0.01, 0.228, 0.059, 0.0, 0.326, 0.069, 0.01, 0.089, 0.055, 0.01, 0.703, 0.055, 0.01, 0.149, 0.099, 0.0
4, [None,(1,2)], 50, 17, 0.527, 0.02, 0.099, 0.634, 0.238, 0.0, 0.527, 0.178, 0.01, 0.02, 0.349, 0.059, 0.04, 0.349, 0.129, 0.01, 0.515, 0.0
4, [None,(1,2)], 50, 18, 1.0, 0.01, 0.455, 0.455, 0.059, 0.0, 1.0, 0.158, 0.01, 0.02, 0.0, 0.248, 0.703, 0.0, 0.406, 0.04, 0.416, 0.0
4, [None,(1,2)], 50, 19, 0.786, 0.01, 0.119, 0.535, 0.02, 0.0, 0.786, 0.01, 0.01, 0.812, 0.0, 0.574, 0.05, 0.0, 0.129, 0.861, 0.01, 0.0
4, [None,(1,2)], 100, 0, 0.28, 0.01, 0.515, 0.644, 0.02, 0.0, 0.28, 0.02, 0.01, 0.426, 0.0, 0.782, 0.337, 0.0, 0.485, 0.436, 0.515, 0.0
4, [None,(1,2)], 100, 1, 0.534, 0.01, 0.099, 0.257, 0.05, 0.0, 0.534, 0.02, 0.01, 0.01, 0.0, 0.634, 0.703, 0.0, 0.079, 0.01, 0.317, 0.0
4, [None,(1,2)], 100, 2, 0.295, 0.01, 0.287, 0.307, 0.01, 0.0, 0.295, 0.01, 0.01, 0.881, 0.002, 0.802, 0.733, 0.002, 0.297, 0.822, 0.069, 0.0
4, [None,(1,2)], 100, 3, 0.158, 0.01, 0.01, 0.01, 0.01, 0.003, 0.158, 0.01, 0.01, 0.01, 0.001, 0.01, 0.04, 0.001, 0.01, 0.01, 0.01, 0.003
4, [None,(1,2)], 100, 4, 0.356, 0.01, 0.238, 0.366, 0.01, 0.0, 0.356, 0.01, 0.01, 0.733, 0.0, 0.772, 0.921, 0.0, 0.248, 0.752, 0.119, 0.0
4, [None,(1,2)], 100, 5, 0.518, 0.079, 0.01, 0.376, 0.01, 0.0, 0.518, 0.01, 0.01, 0.01, 0.248, 0.01, 0.723, 0.248, 0.01, 0.01, 0.01, 0.0
4, [None,(1,2)], 100, 6, 0.208, 0.02, 0.01, 0.347, 0.01, 0.0, 0.208, 0.01, 0.01, 0.01, 0.339, 0.01, 0.02, 0.339, 0.01, 0.01, 0.703, 0.0
4, [None,(1,2)], 100, 7, 0.411, 0.02, 0.347, 0.01, 0.01, 0.0, 0.411, 0.01, 0.02, 0.01, 0.0, 0.931, 0.356, 0.0, 0.416, 0.01, 0.03, 0.0
4, [None,(1,2)], 100, 8, 0.246, 0.01, 0.05, 0.584, 0.188, 0.0, 0.246, 0.228, 0.01, 0.564, 0.0, 0.297, 0.693, 0.0, 0.059, 0.634, 0.802, 0.0
4, [None,(1,2)], 100, 9, 1.0, 0.653, 0.01, 0.069, 0.02, 0.022, 1.0, 0.02, 0.158, 0.099, 0.459, 0.079, 0.396, 0.459, 0.01, 0.079, 0.307, 0.022
4, [None,(1,2)], 100, 10, 0.544, 0.772, 0.01, 0.01, 0.01, 0.0, 0.544, 0.01, 0.01, 0.01, 0.463, 0.03, 0.406, 0.463, 0.01, 0.02, 0.01, 0.0
4, [None,(1,2)], 100, 11, 1.0, 0.01, 0.01, 0.119, 0.01, 0.059, 1.0, 0.01, 0.01, 0.01, 0.0, 0.059, 0.287, 0.0, 0.02, 0.01, 0.079, 0.059
4, [None,(1,2)], 100, 12, 0.875, 0.149, 0.01, 0.594, 0.01, 0.0, 0.875, 0.01, 0.01, 0.04, 0.131, 0.01, 0.663, 0.131, 0.01, 0.04, 0.02, 0.0
4, [None,(1,2)], 100, 13, 1.0, 0.01, 0.01, 0.218, 0.01, 0.04, 1.0, 0.01, 0.386, 0.04, 0.016, 0.158, 0.069, 0.016, 0.01, 0.03, 0.01, 0.04
4, [None,(1,2)], 100, 14, 0.278, 0.01, 0.02, 0.059, 0.01, 0.0, 0.278, 0.01, 0.03, 0.02, 0.0, 0.01, 0.01, 0.0, 0.02, 0.01, 0.01, 0.0
4, [None,(1,2)], 100, 15, 0.507, 0.01, 0.287, 0.723, 0.01, 0.001, 0.507, 0.01, 0.03, 0.535, 0.0, 0.099, 0.089, 0.0, 0.327, 0.574, 0.208, 0.001
4, [None,(1,2)], 100, 16, 0.297, 0.01, 0.069, 0.752, 0.01, 0.0, 0.297, 0.02, 0.01, 0.535, 0.0, 0.267, 0.762, 0.0, 0.059, 0.475, 0.05, 0.0
4, [None,(1,2)], 100, 17, 0.185, 0.01, 0.238, 0.446, 0.168, 0.0, 0.185, 0.168, 0.01, 0.01, 0.0, 0.317, 0.743, 0.0, 0.287, 0.01, 0.257, 0.0
4, [None,(1,2)], 100, 18, 0.495, 0.01, 0.05, 0.663, 0.01, 0.0, 0.495, 0.05, 0.01, 0.01, 0.001, 0.02, 0.01, 0.001, 0.02, 0.01, 0.366, 0.0
4, [None,(1,2)], 100, 19, 0.292, 0.01, 0.347, 0.802, 0.356, 0.0, 0.292, 0.366, 0.01, 0.426, 0.0, 0.485, 0.861, 0.0, 0.366, 0.455, 0.218, 0.0
4, [None,(1,2)], 200, 0, 0.392, 0.01, 0.02, 0.129, 0.901, 0.0, 0.392, 0.822, 0.01, 0.158, 0.0, 0.465, 0.822, 0.0, 0.01, 0.218, 0.079, 0.0
4, [None,(1,2)], 200, 1, 0.173, 0.01, 0.178, 0.446, 0.178, 0.0, 0.173, 0.129, 0.01, 0.327, 0.0, 0.446, 0.426, 0.0, 0.05, 0.366, 0.792, 0.0
4, [None,(1,2)], 200, 2, 0.368, 0.01, 0.04, 0.663, 0.01, 0.126, 0.368, 0.01, 0.713, 0.01, 0.0, 0.059, 0.703, 0.0, 0.079, 0.01, 0.01, 0.126
4, [None,(1,2)], 200, 3, 1.0, 0.03, 0.02, 0.079, 0.119, 0.01, 1.0, 0.188, 0.01, 0.01, 0.0, 0.257, 0.267, 0.0, 0.01, 0.01, 0.03, 0.01
4, [None,(1,2)], 200, 4, 0.175, 0.01, 0.03, 0.238, 0.01, 0.0, 0.175, 0.01, 0.01, 0.149, 0.0, 0.208, 0.584, 0.0, 0.01, 0.188, 0.02, 0.0
4, [None,(1,2)], 200, 5, 1.0, 0.01, 0.069, 0.436, 0.95, 0.0, 1.0, 0.941, 0.01, 0.782, 0.0, 0.149, 0.069, 0.0, 0.079, 0.762, 0.188, 0.0
4, [None,(1,2)], 200, 6, 0.221, 0.01, 0.01, 0.01, 0.01, 0.001, 0.221, 0.01, 0.03, 0.01, 0.001, 0.178, 0.198, 0.001, 0.01, 0.01, 0.02, 0.001
4, [None,(1,2)], 200, 7, 0.221, 0.01, 0.02, 0.03, 0.01, 0.068, 0.221, 0.01, 0.01, 0.01, 0.0, 0.129, 0.089, 0.0, 0.01, 0.01, 0.01, 0.068
4, [None,(1,2)], 200, 8, 1.0, 0.01, 0.01, 0.03, 0.059, 0.0, 1.0, 0.03, 0.01, 0.02, 0.0, 0.495, 0.931, 0.0, 0.01, 0.01, 0.03, 0.0
4, [None,(1,2)], 200, 9, 0.65, 0.01, 0.03, 0.149, 0.01, 0.0, 0.65, 0.01, 0.03, 0.03, 0.0, 0.673, 0.604, 0.0, 0.059, 0.01, 0.01, 0.0
4, [None,(1,2)], 200, 10, 0.794, 0.297, 0.129, 0.02, 0.109, 0.486, 0.794, 0.04, 0.574, 0.01, 0.013, 0.683, 0.01, 0.013, 0.099, 0.01, 0.139, 0.486
4, [None,(1,2)], 200, 11, 0.391, 0.01, 0.554, 0.01, 0.01, 0.003, 0.391, 0.01, 0.149, 0.01, 0.0, 0.059, 0.158, 0.0, 0.574, 0.01, 0.03, 0.003
4, [None,(1,2)], 200, 12, 0.564, 0.01, 0.663, 0.139, 0.01, 0.0, 0.564, 0.01, 0.01, 0.01, 0.0, 0.703, 0.089, 0.0, 0.693, 0.01, 0.01, 0.0
4, [None,(1,2)], 200, 13, 1.0, 0.01, 0.01, 0.02, 0.03, 0.0, 1.0, 0.01, 0.01, 0.02, 1.0, 0.01, 0.01, 1.0, 0.01, 0.01, 0.149, 0.0
4, [None,(1,2)], 200, 14, 0.181, 0.01, 0.337, 0.01, 0.129, 0.0, 0.181, 0.158, 0.01, 0.396, 0.0, 0.515, 0.881, 0.0, 0.267, 0.485, 0.01, 0.0
4, [None,(1,2)], 200, 15, 0.054, 0.01, 0.059, 0.842, 0.01, 0.0, 0.054, 0.01, 0.01, 0.139, 0.0, 0.733, 0.832, 0.0, 0.099, 0.178, 0.089, 0.0
4, [None,(1,2)], 200, 16, 1.0, 0.01, 0.099, 0.257, 0.04, 0.0, 1.0, 0.03, 0.01, 0.228, 0.0, 0.416, 0.604, 0.0, 0.089, 0.178, 0.01, 0.0
4, [None,(1,2)], 200, 17, 0.234, 0.01, 0.01, 0.584, 0.01, 0.002, 0.234, 0.01, 0.03, 0.594, 0.0, 0.01, 0.257, 0.0, 0.01, 0.554, 0.01, 0.002
4, [None,(1,2)], 200, 18, 0.154, 0.01, 0.02, 0.218, 0.01, 0.0, 0.154, 0.01, 0.01, 0.01, 0.193, 0.01, 0.01, 0.193, 0.01, 0.01, 0.218, 0.0
4, [None,(1,2)], 200, 19, 1.0, 0.01, 0.228, 0.901, 0.069, 0.0, 1.0, 0.059, 0.01, 0.238, 0.0, 0.99, 0.307, 0.0, 0.248, 0.366, 0.129, 0.0
5, [None,(0,2)], 50, 0, 0.0, 0.178, 0.03, 0.109, 0.01, 0.0, 0.0, 0.01, 0.663, 0.04, 0.0, 0.02, 0.812, 0.0, 0.01, 0.03, 0.01, 0.0
5, [None,(0,2)], 50, 1, 0.001, 0.455, 0.01, 0.069, 0.03, 0.0, 0.001, 0.059, 0.129, 0.02, 0.01, 0.04, 0.218, 0.01, 0.01, 0.02, 0.01, 0.0
5, [None,(0,2)], 50, 2, 0.0, 0.792, 0.01, 0.02, 0.01, 0.113, 0.0, 0.01, 0.307, 0.02, 0.125, 0.03, 0.208, 0.125, 0.01, 0.04, 0.129, 0.113
5, [None,(0,2)], 50, 3, 0.012, 0.089, 0.01, 0.01, 0.01, 0.017, 0.012, 0.01, 0.01, 0.01, 0.003, 0.01, 0.109, 0.003, 0.01, 0.01, 0.01, 0.017
5, [None,(0,2)], 50, 4, 0.421, 0.564, 0.01, 0.149, 0.069, 0.0, 0.421, 0.099, 0.02, 0.752, 0.35, 0.04, 0.663, 0.35, 0.01, 0.762, 0.059, 0.0
5, [None,(0,2)], 50, 5, 0.0, 0.733, 0.743, 0.257, 0.525, 0.0, 0.0, 0.574, 0.822, 0.02, 0.004, 0.594, 0.228, 0.004, 0.752, 0.03, 0.366, 0.0
5, [None,(0,2)], 50, 6, 0.902, 0.495, 0.485, 0.04, 0.089, 0.546, 0.902, 0.178, 0.208, 0.069, 1.0, 0.406, 0.356, 1.0, 0.475, 0.059, 0.386, 0.546
5, [None,(0,2)], 50, 7, 0.027, 0.119, 0.02, 0.01, 0.01, 0.313, 0.027, 0.01, 0.01, 0.01, 0.102, 0.287, 0.079, 0.102, 0.03, 0.01, 0.188, 0.313
5, [None,(0,2)], 50, 8, 0.666, 0.089, 0.01, 0.693, 0.168, 0.0, 0.666, 0.149, 0.03, 0.535, 0.175, 0.079, 0.96, 0.175, 0.01, 0.574, 0.782, 0.0
5, [None,(0,2)], 50, 9, 0.0, 0.673, 0.04, 0.198, 0.02, 0.001, 0.0, 0.02, 0.98, 0.129, 0.227, 0.089, 0.119, 0.227, 0.059, 0.109, 0.574, 0.001
5, [None,(0,2)], 50, 10, 0.007, 0.911, 0.564, 0.376, 0.624, 0.0, 0.007, 0.634, 0.861, 0.455, 0.0, 0.624, 0.812, 0.0, 0.564, 0.485, 0.634, 0.0
5, [None,(0,2)], 50, 11, 0.0, 0.485, 0.109, 0.861, 0.218, 0.0, 0.0, 0.119, 0.851, 0.198, 0.187, 0.04, 0.069, 0.187, 0.079, 0.297, 0.238, 0.0
5, [None,(0,2)], 50, 12, 1.0, 0.762, 0.01, 0.842, 0.01, 0.011, 1.0, 0.02, 0.119, 0.04, 0.372, 0.02, 0.515, 0.372, 0.02, 0.069, 0.079, 0.011
5, [None,(0,2)], 50, 13, 0.54, 0.198, 0.01, 0.168, 0.01, 0.028, 0.54, 0.01, 0.079, 0.01, 1.0, 0.059, 0.871, 1.0, 0.01, 0.02, 0.01, 0.028
5, [None,(0,2)], 50, 14, 0.334, 0.693, 0.01, 0.059, 0.02, 0.071, 0.334, 0.04, 0.139, 0.525, 0.629, 0.01, 0.119, 0.629, 0.01, 0.535, 0.01, 0.071
5, [None,(0,2)], 50, 15, 0.0, 0.604, 0.01, 0.01, 0.158, 0.011, 0.0, 0.178, 0.208, 0.248, 0.0, 0.01, 0.97, 0.0, 0.01, 0.297, 0.01, 0.011
5, [None,(0,2)], 50, 16, 0.003, 0.96, 0.01, 0.941, 0.545, 0.0, 0.003, 0.574, 0.02, 0.455, 0.003, 0.01, 0.733, 0.003, 0.01, 0.564, 0.911, 0.0
5, [None,(0,2)], 50, 17, 0.0, 0.564, 0.673, 0.04, 0.01, 0.0, 0.0, 0.02, 0.574, 0.01, 0.035, 0.188, 0.069, 0.035, 0.574, 0.01, 0.02, 0.0
5, [None,(0,2)], 50, 18, 0.0, 0.218, 0.01, 0.119, 0.01, 0.0, 0.0, 0.01, 0.089, 0.02, 0.0, 0.04, 0.099, 0.0, 0.03, 0.02, 0.05, 0.0
5, [None,(0,2)], 50, 19, 0.0, 0.356, 0.01, 0.228, 0.545, 0.0, 0.0, 0.515, 0.089, 0.059, 0.392, 0.01, 0.267, 0.392, 0.01, 0.099, 0.594, 0.0
5, [None,(0,2)], 100, 0, 0.0, 0.149, 0.406, 0.168, 0.04, 0.0, 0.0, 0.03, 0.762, 0.188, 0.0, 0.277, 0.535, 0.0, 0.515, 0.109, 0.01, 0.0
5, [None,(0,2)], 100, 1, 0.0, 0.525, 0.762, 0.881, 0.069, 0.0, 0.0, 0.05, 0.604, 0.109, 0.0, 0.129, 0.178, 0.0, 0.723, 0.099, 0.238, 0.0
5, [None,(0,2)], 100, 2, 0.0, 0.149, 0.01, 0.01, 0.01, 0.299, 0.0, 0.01, 0.317, 0.01, 0.004, 0.099, 0.188, 0.004, 0.01, 0.01, 0.01, 0.299
5, [None,(0,2)], 100, 3, 0.0, 0.584, 0.139, 0.01, 0.871, 0.003, 0.0, 0.911, 0.149, 0.614, 0.0, 0.356, 0.881, 0.0, 0.188, 0.683, 0.02, 0.003
5, [None,(0,2)], 100, 4, 0.0, 0.178, 0.01, 0.584, 0.97, 0.0, 0.0, 0.98, 0.594, 0.257, 0.001, 0.158, 0.079, 0.001, 0.01, 0.218, 0.703, 0.0
5, [None,(0,2)], 100, 5, 0.0, 0.297, 0.822, 0.663, 0.594, 0.0, 0.0, 0.634, 0.97, 0.485, 0.0, 0.317, 0.069, 0.0, 0.733, 0.426, 0.307, 0.0
5, [None,(0,2)], 100, 6, 0.03, 0.01, 0.01, 0.03, 0.01, 0.0, 0.03, 0.01, 0.109, 0.01, 0.437, 0.02, 0.257, 0.437, 0.01, 0.01, 0.178, 0.0
5, [None,(0,2)], 100, 7, 0.002, 0.079, 0.01, 0.198, 0.01, 0.0, 0.002, 0.01, 0.792, 0.02, 0.731, 0.01, 0.119, 0.731, 0.01, 0.01, 0.485, 0.0
5, [None,(0,2)], 100, 8, 0.045, 0.842, 0.01, 0.851, 0.891, 0.0, 0.045, 0.881, 0.059, 0.525, 0.134, 0.01, 0.238, 0.134, 0.01, 0.594, 0.743, 0.0
5, [None,(0,2)], 100, 9, 0.0, 0.752, 0.03, 0.01, 0.059, 0.806, 0.0, 0.05, 0.396, 0.01, 0.286, 0.277, 0.317, 0.286, 0.02, 0.01, 0.01, 0.806
5, [None,(0,2)], 100, 10, 0.0, 0.762, 0.297, 0.149, 0.01, 0.0, 0.0, 0.01, 0.98, 0.099, 0.0, 0.149, 0.812, 0.0, 0.317, 0.158, 0.04, 0.0
5, [None,(0,2)], 100, 11, 0.005, 0.772, 0.01, 0.089, 0.03, 0.0, 0.005, 0.05, 0.04, 0.059, 0.111, 0.01, 0.05, 0.111, 0.01, 0.01, 0.079, 0.0
5, [None,(0,2)], 100, 12, 0.0, 0.089, 0.01, 0.01, 0.05, 0.0, 0.0, 0.04, 0.198, 0.079, 0.0, 0.01, 0.248, 0.0, 0.02, 0.079, 0.01, 0.0
5, [None,(0,2)], 100, 13, 0.0, 0.257, 0.01, 0.386, 0.04, 0.0, 0.0, 0.01, 0.614, 0.465, 0.02, 0.356, 0.614, 0.02, 0.02, 0.475, 0.168, 0.0
5, [None,(0,2)], 100, 14, 1.0, 0.842, 0.01, 0.198, 0.05, 0.001, 1.0, 0.05, 0.01, 0.02, 1.0, 0.01, 0.069, 1.0, 0.01, 0.01, 0.158, 0.001
5, [None,(0,2)], 100, 15, 0.0, 0.089, 0.168, 0.139, 0.04, 0.0, 0.0, 0.03, 0.277, 0.139, 0.0, 0.406, 0.327, 0.0, 0.218, 0.257, 0.129, 0.0
5, [None,(0,2)], 100, 16, 0.0, 0.96, 0.01, 0.931, 0.426, 0.0, 0.0, 0.535, 0.99, 0.594, 0.0, 0.03, 0.525, 0.0, 0.01, 0.634, 0.931, 0.0
5, [None,(0,2)], 100, 17, 0.0, 0.396, 0.604, 0.05, 0.198, 0.0, 0.0, 0.168, 0.069, 0.01, 0.001, 0.099, 0.02, 0.001, 0.653, 0.02, 0.307, 0.0
5, [None,(0,2)], 100, 18, 0.0, 0.416, 0.139, 0.822, 0.01, 0.0, 0.0, 0.03, 0.307, 0.465, 0.0, 0.495, 0.05, 0.0, 0.059, 0.495, 0.802, 0.0
5, [None,(0,2)], 100, 19, 0.0, 0.634, 0.01, 0.129, 0.129, 0.0, 0.0, 0.158, 0.624, 0.01, 0.001, 0.079, 0.02, 0.001, 0.01, 0.01, 0.267, 0.0
5, [None,(0,2)], 200, 0, 0.0, 0.743, 0.198, 0.356, 0.03, 0.0, 0.0, 0.05, 0.792, 0.545, 0.0, 0.871, 0.703, 0.0, 0.228, 0.594, 0.634, 0.0
5, [None,(0,2)], 200, 1, 0.0, 0.772, 0.842, 0.614, 0.139, 0.0, 0.0, 0.119, 0.98, 0.545, 0.0, 0.04, 0.02, 0.0, 0.842, 0.554, 0.594, 0.0
5, [None,(0,2)], 200, 2, 0.0, 0.03, 0.02, 0.05, 0.01, 0.0, 0.0, 0.01, 0.119, 0.109, 0.0, 0.525, 0.416, 0.0, 0.059, 0.099, 0.05, 0.0
5, [None,(0,2)], 200, 3, 0.147, 0.515, 0.02, 0.653, 0.208, 0.0, 0.147, 0.178, 0.01, 0.01, 0.03, 0.04, 0.97, 0.03, 0.01, 0.02, 0.584, 0.0
5, [None,(0,2)], 200, 4, 0.0, 0.812, 0.01, 0.416, 0.673, 0.0, 0.0, 0.683, 0.98, 0.376, 0.0, 0.02, 0.257, 0.0, 0.01, 0.396, 0.03, 0.0
5, [None,(0,2)], 200, 5, 0.0, 0.931, 0.01, 0.634, 0.743, 0.0, 0.0, 0.802, 1.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.01, 0.02, 0.901, 0.0
5, [None,(0,2)], 200, 6, 0.458, 0.515, 0.01, 0.01, 0.01, 0.003, 0.458, 0.01, 0.01, 0.01, 0.173, 0.03, 0.762, 0.173, 0.01, 0.01, 0.02, 0.003
5, [None,(0,2)], 200, 7, 0.021, 0.802, 0.01, 0.089, 0.01, 0.0, 0.021, 0.01, 0.01, 0.01, 0.914, 0.01, 0.079, 0.914, 0.01, 0.01, 0.079, 0.0
5, [None,(0,2)], 200, 8, 0.0, 0.446, 0.386, 0.01, 0.218, 0.05, 0.0, 0.129, 0.614, 0.03, 0.004, 0.01, 0.01, 0.004, 0.327, 0.02, 0.01, 0.05
5, [None,(0,2)], 200, 9, 0.022, 0.337, 0.01, 0.653, 0.01, 0.009, 0.022, 0.02, 0.04, 0.01, 0.139, 0.01, 0.099, 0.139, 0.01, 0.01, 0.366, 0.009
5, [None,(0,2)], 200, 10, 0.0, 0.762, 0.574, 0.921, 0.762, 0.0, 0.0, 0.842, 0.683, 0.921, 0.0, 0.683, 0.911, 0.0, 0.485, 0.891, 0.921, 0.0
5, [None,(0,2)], 200, 11, 0.0, 0.079, 0.337, 0.02, 0.01, 0.001, 0.0, 0.01, 0.04, 0.01, 0.0, 0.218, 0.168, 0.0, 0.248, 0.01, 0.01, 0.001
5, [None,(0,2)], 200, 12, 0.0, 0.198, 0.01, 0.04, 0.01, 0.0, 0.0, 0.01, 0.277, 0.01, 0.0, 0.059, 0.01, 0.0, 0.01, 0.01, 0.01, 0.0
5, [None,(0,2)], 200, 13, 0.0, 0.851, 0.01, 0.376, 0.02, 0.0, 0.0, 0.01, 0.693, 0.307, 0.008, 0.05, 0.119, 0.008, 0.01, 0.248, 0.05, 0.0
5, [None,(0,2)], 200, 14, 0.0, 0.347, 0.01, 0.01, 0.05, 0.0, 0.0, 0.01, 0.03, 0.02, 0.0, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.0
5, [None,(0,2)], 200, 15, 0.343, 0.624, 0.01, 0.97, 0.129, 0.0, 0.343, 0.149, 0.01, 0.802, 0.589, 0.01, 0.257, 0.589, 0.01, 0.842, 0.228, 0.0
5, [None,(0,2)], 200, 16, 0.0, 0.376, 0.01, 0.881, 0.248, 0.0, 0.0, 0.267, 0.772, 0.069, 0.0, 0.01, 0.089, 0.0, 0.01, 0.05, 0.178, 0.0
5, [None,(0,2)], 200, 17, 0.0, 0.851, 0.01, 0.455, 0.01, 0.0, 0.0, 0.01, 0.752, 0.01, 1.0, 0.01, 0.01, 1.0, 0.01, 0.01, 0.099, 0.0
5, [None,(0,2)], 200, 18, 0.0, 0.297, 0.535, 0.842, 0.752, 0.0, 0.0, 0.644, 0.733, 0.545, 0.0, 0.396, 0.01, 0.0, 0.495, 0.594, 0.871, 0.0
5, [None,(0,2)], 200, 19, 0.0, 0.356, 0.01, 0.05, 0.069, 0.0, 0.0, 0.059, 0.01, 0.198, 0.021, 0.01, 0.089, 0.021, 0.01, 0.139, 0.079, 0.0
